journal,n_corpus,n_xml,n_pdf_now,h2h_now,h2h_projected,crossed_50,still_short_50
Diabetes & Metabolism Journal,97,95.0,25.0,23.0,28.0,False,True
Addiction,97,78.0,20.0,1.0,23.0,False,True
Crohn s & Colitis 360,97,97.0,0.0,0.0,59.0,True,False
Diabetes Care,97,92.0,5.0,0.0,0.0,False,True
Mediterranean Journal of Hematology and Infectious Diseases,97,97.0,18.0,18.0,18.0,False,True
Nutrition Research and Practice,97,97.0,63.0,63.0,79.0,False,False
Nutrition and Diabetes,97,97.0,82.0,82.0,97.0,False,False
Communications Earth & Environment,97,97.0,45.0,45.0,97.0,True,False
Contraception and Reproductive Medicine,97,97.0,76.0,76.0,97.0,False,False
Biological Trace Element Research,97,81.0,94.0,78.0,81.0,False,False
Water Research X,97,97.0,0.0,0.0,0.0,False,True
Journal of Ophthalmology,96,96.0,1.0,1.0,16.0,False,True
Indian Journal of Psychological Medicine,96,96.0,0.0,0.0,55.0,True,False
RNA,96,93.0,3.0,0.0,0.0,False,True
Pediatric Cardiology,96,42.0,96.0,42.0,42.0,False,True
IEEE Open Journal of Engineering in Medicine and Biology,96,96.0,0.0,0.0,0.0,False,True
ImmunoHorizons,96,96.0,1.0,1.0,17.0,False,True
World Journal of Oncology,96,96.0,0.0,0.0,0.0,False,True
European Journal of Pain,96,86.0,12.0,2.0,33.0,False,True
American Journal of Respiratory and Critical Care Medicine,96,96.0,1.0,1.0,1.0,False,True
Acute and Critical Care,96,96.0,53.0,53.0,88.0,False,False
European Journal of Cardio-Thoracic Surgery,96,96.0,0.0,0.0,59.0,True,False
Clinical Medicine,96,96.0,0.0,0.0,0.0,False,True
Journal of Perinatology,96,63.0,93.0,60.0,63.0,False,False
Acta Odontologica Scandinavica,96,93.0,70.0,67.0,91.0,False,False
Annals of Global Health,96,96.0,7.0,7.0,8.0,False,True
The Journal of Laryngology & Otology,95,19.0,84.0,8.0,8.0,False,True
Systematic Reviews,95,95.0,80.0,80.0,95.0,False,False
Open Mind,95,95.0,0.0,0.0,0.0,False,True
Epidemiology and Psychiatric Sciences,95,95.0,28.0,28.0,35.0,False,True
Journal of Neuroendovascular Therapy,95,95.0,4.0,4.0,22.0,False,True
Frontiers in Transplantation,95,95.0,39.0,39.0,55.0,True,False
Brazilian Dental Journal,95,94.0,25.0,24.0,34.0,False,True
Veterinary Quarterly,95,95.0,0.0,0.0,42.0,False,True
Revista Brasileira de Parasitologia Veterinária/Brazilian Journal of Veterinary Parasitology,95,95.0,18.0,18.0,31.0,False,True
The Korean Journal of Internal Medicine,95,94.0,25.0,24.0,26.0,False,True
Anatomy & Cell Biology,95,95.0,0.0,0.0,0.0,False,True
Korean Journal of Radiology,95,95.0,53.0,53.0,63.0,False,False
Journal of Computational Chemistry,95,82.0,14.0,1.0,34.0,False,True
Eating and Weight Disorders - Studies on Anorexia Bulimia and Obesity,95,94.0,72.0,71.0,94.0,False,False
Memory & Cognition,95,65.0,95.0,65.0,65.0,False,False
Pain,94,94.0,0.0,0.0,0.0,False,True
Journal of the International Society of Sports Nutrition,94,94.0,0.0,0.0,30.0,False,True
Cell Research,94,49.0,85.0,40.0,49.0,False,True
Journal of Extracellular Biology,94,94.0,11.0,11.0,50.0,True,False
BMC Neuroscience,94,94.0,70.0,70.0,94.0,False,False
Global Health Science and Practice,94,94.0,0.0,0.0,0.0,False,True
Trends in Hearing,94,94.0,0.0,0.0,21.0,False,True
Ethiopian Journal of Health Sciences,94,94.0,0.0,0.0,0.0,False,True
European Respiratory Journal,94,94.0,0.0,0.0,0.0,False,True
European Journal of Immunology,94,83.0,11.0,0.0,33.0,False,True
Liver International,94,86.0,8.0,0.0,36.0,False,True
Canadian Journal of Kidney Health and Disease,94,94.0,0.0,0.0,19.0,False,True
The Turkish Journal of Gastroenterology,94,86.0,8.0,0.0,3.0,False,True
Cell Transplantation,94,94.0,1.0,1.0,38.0,False,True
Journal of Indian Society of Periodontology,94,94.0,0.0,0.0,0.0,False,True
Romanian Journal of Ophthalmology,93,93.0,0.0,0.0,0.0,False,True
Nature Aging,93,70.0,68.0,45.0,68.0,True,False
Oncology Reports,93,93.0,53.0,53.0,78.0,False,False
Biomarker Research,93,93.0,69.0,69.0,93.0,False,False
BioData Mining,93,93.0,65.0,65.0,93.0,False,False
Brain Structure and Function,93,84.0,79.0,70.0,84.0,False,False
Annals of Noninvasive Electrocardiology,93,93.0,5.0,5.0,44.0,False,True
Journal of Comparative Effectiveness Research,93,93.0,0.0,0.0,0.0,False,True
Breast Cancer Targets and Therapy,93,93.0,36.0,36.0,49.0,False,True
Metabolomics,93,88.0,68.0,63.0,88.0,False,False
SLEEP Advances,93,93.0,1.0,1.0,56.0,True,False
Nature Chemical Biology,93,50.0,91.0,48.0,50.0,True,False
Indian Heart Journal,93,93.0,0.0,0.0,0.0,False,True
Journal of General and Family Medicine,93,93.0,5.0,5.0,38.0,False,True
Perspectives on Medical Education,93,93.0,11.0,11.0,15.0,False,True
International Journal of Circumpolar Health,93,93.0,0.0,0.0,37.0,False,True
Genetics in Medicine Open,93,93.0,2.0,2.0,2.0,False,True
Medicine International,93,93.0,57.0,57.0,70.0,False,False
European Journal of Physical and Rehabilitation Medicine,93,93.0,0.0,0.0,0.0,False,True
Head & Neck,93,70.0,24.0,1.0,8.0,False,True
Wiener klinische Wochenschrift,93,67.0,86.0,60.0,67.0,False,False
Vision,92,91.0,19.0,18.0,49.0,False,True
La radiologia medica,92,83.0,78.0,69.0,83.0,False,False
Annals of Neurology,92,71.0,21.0,0.0,16.0,False,True
Journal of Oral Microbiology,92,92.0,0.0,0.0,38.0,False,True
World Journal of Stem Cells,92,92.0,0.0,0.0,0.0,False,True
Nicotine & Tobacco Research,92,91.0,1.0,0.0,60.0,True,False
Physical Review Letters,92,0.0,92.0,0.0,0.0,False,True
International Journal of Implant Dentistry,92,92.0,66.0,66.0,92.0,False,False
British Journal of Urology,92,71.0,24.0,3.0,20.0,False,True
Journal of Nephrology,92,83.0,79.0,70.0,83.0,False,False
Biology of Sport,92,92.0,44.0,44.0,44.0,False,True
Biomédica,92,91.0,51.0,50.0,50.0,False,False
World Journal of Radiology,92,92.0,0.0,0.0,0.0,False,True
Immunity & Ageing,92,92.0,75.0,75.0,92.0,False,False
European Journal of Heart Failure,91,63.0,30.0,2.0,17.0,False,True
Vaccine,91,90.0,2.0,1.0,1.0,False,True
Korean Journal of Ophthalmology,91,91.0,26.0,26.0,26.0,False,True
Oncotarget,91,91.0,2.0,2.0,2.0,False,True
Spine Surgery and Related Research,91,91.0,0.0,0.0,1.0,False,True
ACS Applied Polymer Materials,91,91.0,0.0,0.0,11.0,False,True
Cardiology in the Young,91,0.0,91.0,0.0,0.0,False,True
FEBS Journal,91,73.0,18.0,0.0,7.0,False,True
Global Advances in Integrative Medicine and Health,91,91.0,0.0,0.0,13.0,False,True
Developmental Medicine & Child Neurology,91,60.0,33.0,2.0,14.0,False,True
Acta Ortopédica Brasileira,91,91.0,27.0,27.0,46.0,False,True
Food & Function,91,6.0,88.0,3.0,3.0,False,True
Gerontology and Geriatric Medicine,91,91.0,0.0,0.0,30.0,False,True
The American Journal of Sports Medicine,91,91.0,0.0,0.0,42.0,False,True
North American Spine Society Journal (NASSJ),91,91.0,0.0,0.0,0.0,False,True
Cardiology Journal,91,81.0,52.0,42.0,49.0,False,True
Journal of Neurochemistry,90,80.0,10.0,0.0,29.0,False,True
Biomolecules & Therapeutics,90,90.0,0.0,0.0,0.0,False,True
Nature Plants,90,62.0,69.0,41.0,61.0,True,False
Human Resources for Health,90,90.0,68.0,68.0,90.0,False,False
JID Innovations,90,90.0,0.0,0.0,0.0,False,True
ACS Applied Nano Materials,90,90.0,0.0,0.0,7.0,False,True
Science,90,68.0,25.0,3.0,5.0,False,True
The Plant Pathology Journal,90,90.0,27.0,27.0,35.0,False,True
International Urogynecology Journal,90,76.0,83.0,69.0,76.0,False,False
Journal of Innovations in Cardiac Rhythm Management,90,90.0,0.0,0.0,0.0,False,True
JA Clinical Reports,89,89.0,68.0,68.0,89.0,False,False
Drug and Alcohol Review,89,78.0,13.0,2.0,24.0,False,True
Malaysian Journal of Medical Sciences,89,89.0,0.0,0.0,0.0,False,True
Cardiovascular Research,89,89.0,1.0,1.0,65.0,True,False
Diabetic Medicine,89,73.0,21.0,5.0,24.0,False,True
Molecular Systems Biology,89,89.0,0.0,0.0,0.0,False,True
BJOG An International Journal of Obstetrics & Gynaecology,89,73.0,17.0,1.0,21.0,False,True
CBE—Life Sciences Education,89,89.0,0.0,0.0,0.0,False,True
Industrial & Engineering Chemistry Research,89,89.0,0.0,0.0,12.0,False,True
Neurologia medico-chirurgica,89,82.0,9.0,2.0,2.0,False,True
Epidemiology and Health,89,89.0,32.0,32.0,33.0,False,True
AACE Clinical Case Reports,89,89.0,0.0,0.0,0.0,False,True
Experimental Biology and Medicine,89,89.0,0.0,0.0,0.0,False,True
ACS Applied Energy Materials,89,89.0,0.0,0.0,6.0,False,True
npj Viruses,89,89.0,9.0,9.0,89.0,True,False
Frontiers in Dental Medicine,89,88.0,14.0,13.0,42.0,False,True
Epiliepsy currents/Epilepsy currents,89,89.0,0.0,0.0,21.0,False,True
Stem Cells Translational Medicine,89,89.0,0.0,0.0,36.0,False,True
Malaysian Family Physician,89,89.0,0.0,0.0,0.0,False,True
Human Reproduction Open,88,88.0,0.0,0.0,57.0,True,False
Environmental Microbiology,88,77.0,12.0,1.0,31.0,False,True
Virologica Sinica,88,88.0,0.0,0.0,0.0,False,True
Journal of Otolaryngology - Head and Neck Surgery,88,88.0,0.0,0.0,6.0,False,True
Abdominal Radiology,88,65.0,85.0,62.0,65.0,False,False
Journal of Neurodevelopmental Disorders,88,88.0,63.0,63.0,88.0,False,False
Equine Veterinary Journal,88,67.0,28.0,7.0,32.0,False,True
Journal of Mathematical Biology,88,77.0,66.0,55.0,77.0,False,False
Die Ophthalmologie,88,0.0,88.0,0.0,0.0,False,True
Advances in Pharmacological and Pharmaceutical Sciences,88,88.0,2.0,2.0,6.0,False,True
Cancer Diagnosis & Prognosis,88,88.0,0.0,0.0,0.0,False,True
Pest Management Science,88,65.0,25.0,2.0,10.0,False,True
Journal of Fish Biology,88,69.0,24.0,5.0,26.0,False,True
INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,88,88.0,0.0,0.0,0.0,False,True
Bioengineered,88,88.0,0.0,0.0,69.0,True,False
Neuroradiology,88,82.0,73.0,67.0,81.0,False,False
Maternal and Child Health Journal,87,72.0,75.0,60.0,72.0,False,False
Network Neuroscience,87,87.0,0.0,0.0,0.0,False,True
SICOT-J,87,87.0,0.0,0.0,0.0,False,True
CEN Case Reports,87,14.0,84.0,11.0,14.0,False,True
动物学研究,87,87.0,0.0,0.0,0.0,False,True
Acta veterinaria Scandinavica,87,87.0,65.0,65.0,87.0,False,False
International Journal of Health Policy and Management,87,87.0,38.0,38.0,38.0,False,True
European Archives of Psychiatry and Clinical Neuroscience,87,56.0,87.0,56.0,56.0,False,False
Palliative Medicine Reports,87,87.0,0.0,0.0,0.0,False,True
Porcine Health Management,87,87.0,63.0,63.0,87.0,False,False
PharmacoEconomics - Open,87,83.0,80.0,76.0,83.0,False,False
The Brazilian Journal of Infectious Diseases,87,87.0,0.0,0.0,0.0,False,True
Neurobiology of Stress,86,86.0,1.0,1.0,1.0,False,True
PsyCh Journal,86,86.0,10.0,10.0,58.0,True,False
Clinical Pharmacokinetics,86,80.0,63.0,57.0,79.0,False,False
Mediterranean Journal of Rheumatology,86,86.0,0.0,0.0,0.0,False,True
Osteoporosis International,86,77.0,69.0,60.0,77.0,False,False
AIDS,86,86.0,0.0,0.0,0.0,False,True
Clinical & Translational Oncology,86,77.0,84.0,75.0,77.0,False,False
Ecological Applications,86,75.0,12.0,1.0,22.0,False,True
Psychonomic Bulletin & Review,86,74.0,86.0,74.0,74.0,False,False
BMJ Health & Care Informatics,86,86.0,0.0,0.0,0.0,False,True
Acta Orthopaedica et Traumatologica Turcica,86,86.0,1.0,1.0,25.0,False,True
Clinical and Experimental Pediatrics,86,86.0,44.0,44.0,50.0,True,False
Plant Phenomics,86,86.0,0.0,0.0,8.0,False,True
Cancer Discovery,86,86.0,0.0,0.0,0.0,False,True
Medical Sciences,85,85.0,11.0,11.0,40.0,False,True
Experimental Hematology and Oncology,85,85.0,57.0,57.0,85.0,False,False
Canadian Journal of Infectious Diseases and Medical Microbiology,85,85.0,0.0,0.0,19.0,False,True
Alcohol Clinical and Experimental Research,85,70.0,18.0,3.0,36.0,False,True
World Journal of Surgery,85,61.0,27.0,3.0,31.0,False,True
Environmental Geochemistry and Health,85,79.0,59.0,53.0,79.0,False,False
American Journal of Epidemiology,85,80.0,7.0,2.0,54.0,True,False
Nature Nanotechnology,85,58.0,73.0,46.0,58.0,True,False
Journal of Parkinson s Disease,85,85.0,1.0,1.0,1.0,False,True
Journal of Preventive Medicine and Public Health,85,85.0,69.0,69.0,84.0,False,False
World Journal of Cardiology,85,85.0,0.0,0.0,0.0,False,True
Health Equity,85,85.0,0.0,0.0,0.0,False,True
Journal of Magnetic Resonance Imaging,85,69.0,27.0,11.0,32.0,False,True
JACC CardioOncology,85,85.0,1.0,1.0,1.0,False,True
ClinicoEconomics and Outcomes Research,84,84.0,25.0,25.0,42.0,False,True
Northern Clinics of Istanbul,84,84.0,0.0,0.0,0.0,False,True
Amino Acids,84,84.0,69.0,69.0,84.0,False,False
Clinical Medicine Insights Oncology,84,84.0,0.0,0.0,21.0,False,True
African Health Sciences,84,84.0,0.0,0.0,0.0,False,True
The Pediatric Infectious Disease Journal,84,84.0,0.0,0.0,0.0,False,True
Clinical Proteomics,84,84.0,66.0,66.0,84.0,False,False
Journal of Occupational Health,84,84.0,0.0,0.0,43.0,False,True
Journal of Craniovertebral Junction and Spine,84,84.0,0.0,0.0,0.0,False,True
Canadian Journal of Public Health,84,40.0,83.0,39.0,40.0,False,True
3 Biotech,84,26.0,78.0,20.0,26.0,False,True
npj Aging,84,84.0,56.0,56.0,84.0,False,False
Journal of Feline Medicine and Surgery Open Reports,84,84.0,0.0,0.0,19.0,False,True
Plant Diversity,84,84.0,0.0,0.0,0.0,False,True
Journal of bone oncology,83,83.0,0.0,0.0,0.0,False,True
The Permanente Journal,83,83.0,0.0,0.0,0.0,False,True
Natural Products and Bioprospecting,83,83.0,60.0,60.0,83.0,False,False
Calcified Tissue International,83,76.0,62.0,55.0,76.0,False,False
Endocrinology Diabetes & Metabolism,83,83.0,8.0,8.0,35.0,False,True
Cyborg and Bionic Systems,83,83.0,0.0,0.0,8.0,False,True
Frontiers in Neuroinformatics,83,83.0,40.0,40.0,50.0,True,False
International Journal of Oncology,83,82.0,56.0,55.0,68.0,False,False
"Medicina oral, patología oral y cirugía bucal",83,83.0,0.0,0.0,0.0,False,True
The Lancet Global Health,83,82.0,1.0,0.0,0.0,False,True
Child Psychiatry & Human Development,83,0.0,83.0,0.0,0.0,False,True
Asian Journal of Andrology,83,83.0,0.0,0.0,0.0,False,True
Evolution Letters,83,83.0,0.0,0.0,57.0,True,False
Pflügers Archiv - European Journal of Physiology,83,81.0,71.0,69.0,81.0,False,False
Journal of Clinical Medicine Research,83,83.0,0.0,0.0,0.0,False,True
The British Journal of Psychiatry,83,36.0,78.0,31.0,31.0,False,True
Energy & Fuels,83,83.0,0.0,0.0,10.0,False,True
Hematology Reports,83,83.0,12.0,12.0,49.0,False,True
BJA Open,82,82.0,0.0,0.0,0.0,False,True
General Thoracic and Cardiovascular Surgery Cases,82,82.0,64.0,64.0,82.0,False,False
JIMD Reports,82,82.0,10.0,10.0,50.0,True,False
PharmacoEconomics,82,74.0,72.0,64.0,74.0,False,False
Tobacco Prevention & Cessation,82,82.0,1.0,1.0,2.0,False,True
Molecular Autism,82,82.0,56.0,56.0,82.0,False,False
Intensive Care Medicine,82,59.0,72.0,49.0,58.0,True,False
Current Research in Parasitology and Vector-Borne Diseases,82,82.0,0.0,0.0,0.0,False,True
Advances in Laboratory Medicine / Avances en Medicina de Laboratorio,82,82.0,36.0,36.0,36.0,False,True
Journal of Immunology Research,82,82.0,2.0,2.0,18.0,False,True
Texas Heart Institute Journal,82,82.0,0.0,0.0,0.0,False,True
Journal of Chest Surgery,82,82.0,0.0,0.0,0.0,False,True
Journal of Orthopaedics and Traumatology,82,82.0,58.0,58.0,82.0,False,False
Ecology Letters,82,69.0,15.0,2.0,23.0,False,True
Journal of Medical Biochemistry,82,82.0,8.0,8.0,35.0,False,True
Multiple Sclerosis Journal,81,80.0,1.0,0.0,32.0,False,True
ACS ES&T Water,81,81.0,0.0,0.0,7.0,False,True
Journal of Zhejiang University (Medical Sciences),81,81.0,22.0,22.0,32.0,False,True
Iranian journal of pathology,81,81.0,0.0,0.0,0.0,False,True
Human Molecular Genetics,81,80.0,1.0,0.0,49.0,False,True
Endocrinology and Metabolism,81,81.0,35.0,35.0,39.0,False,True
Geburtshilfe und Frauenheilkunde,81,79.0,40.0,38.0,51.0,True,False
World Journal of Nuclear Medicine,81,81.0,44.0,44.0,53.0,True,False
Journal of Clinical Nursing,81,64.0,19.0,2.0,23.0,False,True
Ophthalmic and Physiological Optics,81,73.0,10.0,2.0,27.0,False,True
Current Research in Toxicology,81,81.0,0.0,0.0,0.0,False,True
Romanian Journal of Morphology and Embryology,81,81.0,0.0,0.0,0.0,False,True
TURKISH JOURNAL OF CHEMISTRY,81,81.0,0.0,0.0,0.0,False,True
Genetics and Molecular Biology,81,81.0,36.0,36.0,42.0,False,True
Pathology & Oncology Research,81,81.0,0.0,0.0,0.0,False,True
Jornal Brasileiro de Pneumologia,81,81.0,0.0,0.0,0.0,False,True
Implementation Science,80,79.0,61.0,60.0,79.0,False,False
Blood Neoplasia,80,80.0,1.0,1.0,1.0,False,True
Annals of Gastroenterology,80,80.0,1.0,1.0,1.0,False,True
International Journal of Clinical Oncology,80,74.0,65.0,59.0,74.0,False,False
Bioengineering & Translational Medicine,80,79.0,10.0,9.0,37.0,False,True
Aging Medicine,80,80.0,8.0,8.0,37.0,False,True
Drug Safety,80,72.0,66.0,58.0,72.0,False,False
Biomechanics and Modeling in Mechanobiology,80,70.0,63.0,53.0,69.0,False,False
Korean Circulation Journal,80,76.0,66.0,62.0,68.0,False,False
Drugs - Real World Outcomes,80,78.0,68.0,66.0,78.0,False,False
Annals of The Royal College of Surgeons of England,80,80.0,0.0,0.0,0.0,False,True
Investigative and Clinical Urology,80,80.0,54.0,54.0,65.0,False,False
Alimentary Pharmacology & Therapeutics,80,70.0,12.0,2.0,22.0,False,True
Annals of Pediatric Cardiology,80,80.0,0.0,0.0,0.0,False,True
FEBS Letters,80,63.0,19.0,2.0,16.0,False,True
Revista de Neurología,80,80.0,0.0,0.0,0.0,False,True
South African Journal of Psychiatry,80,80.0,0.0,0.0,0.0,False,True
BMC Global and Public Health,79,78.0,57.0,56.0,78.0,False,False
Case Reports in Infectious Diseases,79,79.0,1.0,1.0,16.0,False,True
Archives of Rheumatology,79,79.0,8.0,8.0,38.0,False,True
Colorectal Disease,79,70.0,12.0,3.0,27.0,False,True
Medical Mycology Case Reports,79,79.0,1.0,1.0,1.0,False,True
Journal of Crohn s and Colitis,79,79.0,0.0,0.0,49.0,False,True
Journal of Hypertension,79,79.0,0.0,0.0,0.0,False,True
Journal of Economic Entomology,79,79.0,0.0,0.0,44.0,False,True
Indian Journal of Orthopaedics,79,21.0,77.0,19.0,21.0,False,True
Clinical Medicine Insights Case Reports,79,79.0,0.0,0.0,12.0,False,True
Journal of the Anus Rectum and Colon,79,79.0,2.0,2.0,14.0,False,True
SLEEP,79,77.0,2.0,0.0,56.0,True,False
International Journal of Mental Health Nursing,79,67.0,14.0,2.0,31.0,False,True
Journal of the Science of Food and Agriculture,79,47.0,33.0,1.0,15.0,False,True
European Journal of Obstetrics & Gynecology and Reproductive Biology X,79,79.0,0.0,0.0,0.0,False,True
Frontiers in Child and Adolescent Psychiatry,79,79.0,37.0,37.0,52.0,True,False
Addictive Behaviors Reports,79,79.0,0.0,0.0,0.0,False,True
Burns & Trauma,79,79.0,0.0,0.0,36.0,False,True
Neurochemical Research,78,73.0,61.0,56.0,73.0,False,False
Circulation,78,78.0,0.0,0.0,2.0,False,True
Child Development,78,69.0,14.0,5.0,18.0,False,True
Journal of Applied Oral Science,78,73.0,28.0,23.0,28.0,False,True
Journal of Movement Disorders,78,78.0,0.0,0.0,0.0,False,True
Methodist DeBakey Cardiovascular Journal,78,78.0,0.0,0.0,0.0,False,True
ACS Physical Chemistry Au,78,78.0,0.0,0.0,10.0,False,True
International Journal of Preventive Medicine,78,78.0,0.0,0.0,0.0,False,True
Community Mental Health Journal,78,66.0,75.0,63.0,66.0,False,False
Journal of Foot and Ankle Research,78,78.0,13.0,13.0,48.0,False,True
Nature Cancer,78,52.0,65.0,39.0,52.0,True,False
International Journal of Technology Assessment in Health Care,78,77.0,27.0,26.0,36.0,False,True
Journal of Public Health in Africa,78,78.0,0.0,0.0,0.0,False,True
CardioVascular and Interventional Radiology,78,68.0,66.0,56.0,68.0,False,False
Skeletal Radiology,77,58.0,75.0,56.0,58.0,False,False
International Journal of Oral Science,77,77.0,50.0,50.0,77.0,False,False
Acta Parasitologica,77,76.0,55.0,54.0,76.0,False,False
