funder_name,country,total_articles,open_data_articles,open_code_articles,open_data_pct,open_code_pct,funder_type,funder_id,is_alias_group,pdf_covered,xml_only,aggregated_works_count,corrected_od,corrected_pct,ci_lo_pct,ci_hi_pct
Universidad de Las Palmas de Gran Canaria,Spain,179,8,6,4.5,3.4,,F4320323811,False,14,165,1514,8.0,4.5,4.5,4.5
Marquette University,USA,111,5,3,4.5,2.7,,F4320313814,False,1,110,2089,5.0,4.5,4.5,4.5
Charité – Universitätsmedizin Berlin,Germany,1555,70,71,4.5,4.6,,F4320321526,False,317,1238,2304,70.0,4.5,4.5,4.5
Public Health Foundation of India,India,308,14,17,4.5,5.5,,F4320320725,False,4,304,585,14.0,4.5,4.5,4.5
Astma- och Allergiförbundet,Sweden,154,7,0,4.5,0.0,,F4320326285,False,3,151,759,7.0,4.5,4.5,4.5
Zayed University,AE,134,6,5,4.5,3.7,,F4320325295,False,2,132,984,6.0,4.5,4.5,4.5
Shengjing Hospital,China,798,36,14,4.5,1.8,,F4320336313,False,32,766,1618,36.0,4.5,4.5,4.5
China International Medical Foundation,China,289,13,2,4.5,0.7,,F4320328638,False,22,267,710,13.0,4.5,4.5,4.5
"BHF Centre of Research Excellence, Oxford",UK,224,10,9,4.5,4.0,,F4320323320,False,8,216,351,10.0,4.5,4.5,4.5
American Health Assistance Foundation,USA,179,8,5,4.5,2.8,,F4320306229,False,3,176,1294,8.0,4.5,4.5,4.5
Research Manitoba,Canada,343,15,8,4.4,2.3,,F4320310810,False,15,328,1268,15.0,4.4,4.4,4.4
Swedish Orphan Biovitrum,Sweden,321,14,8,4.4,2.5,,F4320327470,False,29,292,1794,14.0,4.4,4.4,4.4
Urology Foundation,UK,114,5,3,4.4,2.6,,F4320324540,False,2,112,335,5.0,4.4,4.4,4.4
William and Flora Hewlett Foundation,USA,271,12,5,4.4,1.8,,F4320307873,False,4,267,1944,12.0,4.4,4.4,4.4
United Nations Population Fund,USA,344,15,21,4.4,6.1,,F4320309228,False,16,328,1403,15.0,4.4,4.4,4.4
Gdański Uniwersytet Medyczny,Poland,270,12,1,4.4,0.4,,F4320326525,False,12,258,593,12.0,4.4,4.4,4.4
Diabetes Australia,Australia,338,15,7,4.4,2.1,,F4320320411,False,6,332,1188,15.0,4.4,4.4,4.4
Asahi Kasei Pharma Corporation,Japan,114,5,0,4.4,0.0,,F4320312288,False,8,106,601,5.0,4.4,4.4,4.4
European Association for the Study of Diabetes,Germany,251,11,6,4.4,2.4,,F4320324757,False,17,234,750,11.0,4.4,4.4,4.4
Inha University,Korea,618,27,9,4.4,1.5,,F4320321370,False,26,592,5746,27.0,4.4,4.4,4.4
Second Affiliated Hospital of Harbin Medical University,China,113,5,0,4.4,0.0,,F4320318379,False,6,107,267,5.0,4.4,4.4,4.4
Health and Care Research Wales,UK,616,27,39,4.4,6.3,,F4320313245,False,32,584,1398,27.0,4.4,4.4,4.4
Universidad de Guadalajara,Mexico,228,10,2,4.4,0.9,,F4320317037,False,18,210,1758,10.0,4.4,4.4,4.4
International Medical University,Malaysia,227,10,9,4.4,4.0,,F4320325726,False,4,223,859,10.0,4.4,4.4,4.4
Johns Hopkins Bloomberg School of Public Health,USA,1026,45,32,4.4,3.1,,F4320332669,False,38,988,3462,45.0,4.4,4.4,4.4
Korea Research Institute of Standards and Science,Korea,229,10,4,4.4,1.7,,F4320322103,False,8,221,2073,10.0,4.4,4.4,4.4
Hacettepe Üniversitesi,Turkey,389,17,13,4.4,3.3,,F4320323272,False,61,328,4337,17.0,4.4,4.4,4.4
Pakistan Atomic Energy Commission,Pakistan,180,8,2,4.4,1.1,,F4320325307,False,8,172,2846,8.0,4.4,4.4,4.4
Istanbul Üniversitesi,Turkey,113,5,1,4.4,0.9,,F4320321387,False,37,76,826,5.028533312900258,4.5,4.4,5.0
Urmia University,Iran,317,14,5,4.4,1.6,,F4320324299,False,25,292,2202,14.0,4.4,4.4,4.4
Daiichi-Sankyo,Japan,957,42,34,4.4,3.6,,F4320321625,False,40,917,4929,42.0,4.4,4.4,4.4
Ministerul Educaţiei Naţionale,RO,229,10,8,4.4,3.5,,F4320322145,False,10,219,1960,19.27807114649237,8.4,8.3,8.5
Mbarara University of Science and Technology,UG,181,8,1,4.4,0.6,,F4320326107,False,6,175,625,8.0,4.4,4.4,4.4
"Consejería de Sanidad, Comunidad de Madrid",Spain,270,12,6,4.4,2.2,,F4320323943,False,6,264,518,12.0,4.4,4.4,4.4
"Covenant University Centre for Research, Innovation and Discovery",NG,137,6,2,4.4,1.5,,F4320335893,False,4,133,726,6.0,4.4,4.4,4.4
"Inselspital, Universitätsspital Bern",Switzerland,458,20,13,4.4,2.8,,F4320318017,False,23,435,1670,20.0,4.4,4.4,4.4
Cytokinetics,USA,135,6,6,4.4,4.4,,F4320315432,False,9,126,909,6.0,4.4,4.4,4.4
Bundesministerium für Wirtschaft und Technologie,Germany,203,9,7,4.4,3.4,,F4320321469,False,2,201,5334,9.0,4.4,4.4,4.4
Stiftelsen Åforsk,Sweden,137,6,5,4.4,3.6,,F4320326021,False,4,133,571,6.0,4.4,4.4,4.4
Fonds Erasme,Belgium,137,6,7,4.4,5.1,,F4320315775,False,8,129,489,6.0,4.4,4.4,4.4
Royal Brompton and Harefield NHS Foundation Trust,UK,204,9,5,4.4,2.5,,F4320313317,False,0,204,545,9.0,4.4,4.4,4.4
Stichting MS Research,Netherlands,158,7,6,4.4,3.8,,F4320321646,False,12,146,335,7.0,4.4,4.4,4.4
Canadian Breast Cancer Research Alliance,Canada,159,7,2,4.4,1.3,,F4320319931,False,1,158,622,7.0,4.4,4.4,4.4
Les Laboratories Pierre Fabre,France,428,19,12,4.4,2.8,,F4320314128,False,17,411,2867,19.0,4.4,4.4,4.4
Independent Innovation Foundation of Shandong University,China,136,6,0,4.4,0.0,,F4320335456,False,1,135,1346,6.0,4.4,4.4,4.4
Third Health Programme,,204,9,3,4.4,1.5,,F4320337764,False,17,187,808,9.0,4.4,4.4,4.4
Karen Elise Jensens Fond,Denmark,183,8,9,4.4,4.9,,F4320322314,False,6,177,761,8.0,4.4,4.4,4.4
Babol University of Medical Sciences,Iran,294,13,14,4.4,4.8,,F4320323386,False,15,279,1039,13.0,4.4,4.4,4.4
British Medical Association,UK,205,9,6,4.4,2.9,,F4320320078,False,3,202,1070,9.0,4.4,4.4,4.4
Technische Universität Wien Bibliothek,Austria,135,6,2,4.4,1.5,,F4320335937,False,14,121,1693,6.0,4.4,4.4,4.4
Università Cattolica del Sacro Cuore,Italy,838,36,19,4.3,2.3,,F4320323405,False,78,760,2320,36.0,4.3,4.3,4.3
Deutsche Herzstiftung,Germany,368,16,10,4.3,2.7,,F4320323555,False,18,350,1164,16.0,4.3,4.3,4.3
National Institute for Materials Science,Japan,368,16,3,4.3,0.8,,F4320334904,False,15,353,7170,16.0,4.3,4.3,4.3
Heart and Stroke Foundation of Canada,Canada,491,21,10,4.3,2.0,,F4320319963,False,13,478,13143,21.0,4.3,4.3,4.3
Universitätsklinikum Essen,Germany,561,24,24,4.3,4.3,,F4320317492,False,120,441,928,24.0,4.3,4.3,4.3
Natural Science Foundation of Liaoning Province,China,2261,97,20,4.3,0.9,,F4320323086,False,121,2140,18145,97.0,4.3,4.3,4.3
Yükseköğretim Kurulu,Turkey,139,6,4,4.3,2.9,,F4320324256,False,6,133,2312,6.0,4.3,4.3,4.3
Haute école Spécialisée de Suisse Occidentale,Switzerland,138,6,1,4.3,0.7,,F4320326610,False,15,123,935,6.0,4.3,4.3,4.3
Korea Centers for Disease Control and Prevention,Korea,1315,56,14,4.3,1.1,,F4320334882,False,27,1288,3271,56.0,4.3,4.3,4.3
Korea International Cooperation Agency,Korea,141,6,1,4.3,0.7,,F4320322027,False,6,135,726,6.0,4.3,4.3,4.3
Università degli Studi di Roma Tor Vergata,Italy,305,13,3,4.3,1.0,,F4320324579,False,33,272,1651,13.0,4.3,4.3,4.3
Gyeongsang National University,Korea,279,12,5,4.3,1.8,,F4320321318,False,17,262,1632,12.0,4.3,4.3,4.3
"Auckland University of Technology, New Zealand",New Zealand,230,10,14,4.3,6.1,,F4320310339,False,15,215,2039,10.0,4.3,4.3,4.3
Novartis,Switzerland,1241,53,34,4.3,2.7,,F4320307778,False,37,1204,8614,53.0,4.3,4.3,4.3
Demensförbundet,Sweden,187,8,5,4.3,2.7,,F4320312320,False,9,178,507,8.0,4.3,4.3,4.3
Universiti Teknologi MARA,Malaysia,303,13,7,4.3,2.3,,F4320322780,False,14,289,11967,13.0,4.3,4.3,4.3
Universiteit Maastricht,Netherlands,1369,59,47,4.3,3.4,,F4320321016,False,34,1335,5362,59.0,4.3,4.3,4.3
William K. Warren Foundation,USA,116,5,10,4.3,8.6,,F4320306544,False,5,111,412,5.0,4.3,4.3,4.3
Samsung,Korea,2064,89,62,4.3,3.0,,F4320332195,False,87,1977,18452,89.0,4.3,4.3,4.3
Mitsui Sumitomo Insurance Welfare Foundation,Singapore,117,5,1,4.3,0.9,,F4320310762,False,4,113,383,5.0,4.3,4.3,4.3
Demensfonden,Sweden,140,6,0,4.3,0.0,,F4320331398,False,11,129,268,6.0,4.3,4.3,4.3
Coca-Cola Foundation,USA,115,5,1,4.3,0.9,,F4320308599,False,1,114,603,5.0,4.3,4.3,4.3
Royal College of Surgeons of Edinburgh,UK,140,6,4,4.3,2.9,,F4320320242,False,3,137,558,6.0,4.3,4.3,4.3
Eye and Ear Foundation of Pittsburgh,USA,115,5,1,4.3,0.9,,F4320306685,False,9,106,393,5.0,4.3,4.3,4.3
"College of Medicine, Seoul National University",Korea,322,14,7,4.3,2.2,,F4320334061,False,15,307,1080,14.0,4.3,4.3,4.3
Sarepta Therapeutics,USA,115,5,0,4.3,0.0,,F4320315434,False,13,102,515,5.0,4.3,4.3,4.3
"Biomedical Research Institute, Jeonbuk National University Hospital",Korea,117,5,1,4.3,0.9,,F4320317034,False,8,109,95,5.0,4.3,4.3,4.3
Weston Havens Foundation,USA,116,5,5,4.3,4.3,,F4320312636,False,6,110,835,5.0,4.3,4.3,4.3
"Institute of Neurosciences, Mental Health and Addiction",Canada,138,6,5,4.3,3.6,,F4320338069,False,7,131,455,6.0,4.3,4.3,4.3
Hospital Universiti Sains Malaysia,Malaysia,117,5,1,4.3,0.9,,F4320334934,False,5,112,618,5.0,4.3,4.3,4.3
Beijing Institute of Technology,China,311,13,3,4.2,1.0,,F4320323110,False,27,284,5323,13.0,4.2,4.2,4.2
Langley Research Center,USA,167,7,10,4.2,6.0,,F4320332378,False,10,157,10954,7.0,4.2,4.2,4.2
Arthritis Australia,Australia,144,6,3,4.2,2.1,,F4320320383,False,0,144,498,6.0,4.2,4.2,4.2
Sociedad Española de Oncología Médica,Spain,166,7,5,4.2,3.0,,F4320325516,False,12,154,588,7.0,4.2,4.2,4.2
Hong Kong Polytechnic University,Hong Kong,1274,54,17,4.2,1.3,,F4320322598,False,69,1205,21228,54.0,4.2,4.2,4.2
"Faculty of Medicine, Chiang Mai University",Thailand,427,18,2,4.2,0.5,,F4320335535,False,23,404,1135,18.0,4.2,4.2,4.2
Institut Català de la Salut,Spain,143,6,3,4.2,2.1,,F4320328526,False,7,136,344,6.0,4.2,4.2,4.2
Ewha Womans University,Korea,453,19,12,4.2,2.6,,F4320321365,False,13,440,2276,19.0,4.2,4.2,4.2
Qatar University,QA,874,37,9,4.2,1.0,,F4320322472,False,65,809,4141,37.0,4.2,4.2,4.2
National Center for Complementary and Alternative Medicine,USA,640,27,9,4.2,1.4,,F4320337358,False,6,634,3137,27.0,4.2,4.2,4.2
Takeda Pharmaceutical Company,Japan,639,27,29,4.2,4.5,,F4320310465,False,28,611,2410,27.0,4.2,4.2,4.2
Colegiul Consultativ pentru Cercetare-Dezvoltare şi Inovare,RO,264,11,3,4.2,1.1,,F4320336189,False,13,251,2743,11.0,4.2,4.2,4.2
Royal Adelaide Hospital,Australia,214,9,6,4.2,2.8,,F4320322506,False,6,208,1414,9.0,4.2,4.2,4.2
Aligarh Muslim University,India,120,5,2,4.2,1.7,,F4320321426,False,2,118,1526,5.0,4.2,4.2,4.2
Inyuvesi Yakwazulu-Natali,South Africa,1213,51,35,4.2,2.9,,F4320322812,False,50,1163,7777,51.0,4.2,4.2,4.2
Henry Ford Health System,USA,144,6,2,4.2,1.4,,F4320309659,False,6,138,672,6.0,4.2,4.2,4.2
Huaqiao University,China,189,8,4,4.2,2.1,,F4320322182,False,8,181,2121,8.0,4.2,4.2,4.2
Marmara Üniversitesi,Turkey,168,7,3,4.2,1.8,,F4320325078,False,27,141,2837,7.0,4.2,4.2,4.2
Health and Social Care Delivery Research,UK,120,5,1,4.2,0.8,,F4320337148,False,18,102,529,5.410578809369453,4.5,4.3,4.8
Region Hovedstaden,Denmark,474,20,13,4.2,2.7,,F4320323195,False,20,454,1469,20.0,4.2,4.2,4.2
Alberta Heritage Foundation for Medical Research,Canada,240,10,2,4.2,0.8,,F4320321767,False,1,239,2207,10.0,4.2,4.2,4.2
Arvid Nilssons Fond,Denmark,118,5,4,4.2,3.4,,F4320309796,False,4,114,399,5.0,4.2,4.2,4.2
Royal College of Anaesthetists,UK,119,5,8,4.2,6.7,,F4320320647,False,4,115,611,5.0,4.2,4.2,4.2
Danish International Development Agency,Denmark,308,13,2,4.2,0.6,,F4320335604,False,6,302,3167,13.0,4.2,4.2,4.2
Coventry University,UK,119,5,4,4.2,3.4,,F4320320663,False,1,118,1615,5.0,4.2,4.2,4.2
Indian Institute of Technology Madras,India,409,17,18,4.2,4.4,,F4320322211,False,8,401,7095,17.0,4.2,4.2,4.2
European Metrology Programme for Innovation and Research,,239,10,10,4.2,4.2,,F4320338394,False,13,226,2667,10.0,4.2,4.2,4.2
"Fakultet Medicinskih Nauka, Univerziteta U Kragujevcu",RS,553,23,14,4.2,2.5,,F4320326323,False,25,528,2258,23.0,4.2,4.2,4.2
Doctoral Start-up Foundation of Liaoning Province,China,120,5,2,4.2,1.7,,F4320326183,False,8,112,895,5.0,4.2,4.2,4.2
Efficacy and Mechanism Evaluation Programme,UK,238,10,13,4.2,5.5,,F4320334783,False,21,217,608,10.0,4.2,4.2,4.2
AbbVie Canada,Canada,409,17,11,4.2,2.7,,F4320334371,False,20,389,225,17.0,4.2,4.2,4.2
Ministry of Health and Welfare,Taiwan,1077,45,11,4.2,1.0,,F4320310848,False,37,1040,13615,45.0,4.2,4.2,4.2
Universiti Tunku Abdul Rahman,Malaysia,118,5,1,4.2,0.8,,F4320321398,False,1,117,1772,5.0,4.2,4.2,4.2
Universidade Federal de Juiz de Fora,Brazil,169,7,4,4.1,2.4,,F4320324372,False,7,162,2204,7.0,4.1,4.1,4.1
Tri-Service General Hospital,Taiwan,903,37,16,4.1,1.8,,F4320326425,False,27,876,2572,37.0,4.1,4.1,4.1
Rare Diseases Clinical Research Network,USA,169,7,7,4.1,4.1,,F4320316755,False,9,160,609,7.0,4.1,4.1,4.1
Chongqing Municipal Health Commission,China,148,6,2,4.1,1.4,,F4320316908,False,16,132,379,6.0,4.1,4.1,4.1
Medac,Germany,148,6,1,4.1,0.7,,F4320328692,False,9,139,1242,6.0,4.1,4.1,4.1
Kao Corporation,Japan,146,6,2,4.1,1.4,,F4320324844,False,6,140,616,6.0,4.1,4.1,4.1
"Deanship of Scientific Research, King Saud University",Saudi Arabia,1546,64,5,4.1,0.3,,F4320335726,False,26,1520,10836,64.0,4.1,4.1,4.1
Manipal University,India,607,25,11,4.1,1.8,,F4320322932,False,163,444,225,26.989941779741546,4.4,4.3,4.6
Galderma,Switzerland,196,8,4,4.1,2.0,,F4320325987,False,5,191,1582,8.0,4.1,4.1,4.1
National Institute for Health and Care Excellence,UK,222,9,14,4.1,6.3,,F4320312008,False,9,213,1056,9.0,4.1,4.1,4.1
National Center on Minority Health and Health Disparities,USA,436,18,7,4.1,1.6,,F4320337374,False,7,429,2090,18.0,4.1,4.1,4.1
"Asan Institute for Life Sciences, Asan Medical Center",Korea,434,18,6,4.1,1.4,,F4320323011,False,24,410,1261,18.0,4.1,4.1,4.1
American Academy of Neurology,USA,196,8,6,4.1,3.1,,F4320308392,False,5,191,1539,8.0,4.1,4.1,4.1
Stichting voor Fundamenteel Onderzoek der Materie,Netherlands,221,9,9,4.1,4.1,,F4320320925,False,1,220,4788,9.0,4.1,4.1,4.1
Faraday Institution,UK,194,8,7,4.1,3.6,,F4320317150,False,4,190,992,10.326493443978816,5.3,5.2,5.4
"Kavli Institute for Theoretical Physics, University of California, Santa Barbara",USA,121,5,8,4.1,6.6,,F4320337427,False,5,116,2964,5.0,4.1,4.1,4.1
Skånes universitetssjukhus,Sweden,796,33,17,4.1,2.1,,F4320326807,False,52,744,1807,33.0,4.1,4.1,4.1
Semnan University,Iran,146,6,4,4.1,2.7,,F4320324157,False,9,137,1477,6.0,4.1,4.1,4.1
Rede de Química e Tecnologia,Portugal,171,7,11,4.1,6.4,,F4320330089,False,19,152,1014,7.0,4.1,4.1,4.1
Shahid Beheshti University of Medical Sciences,Iran,1717,70,30,4.1,1.7,,F4320323457,False,62,1655,6471,70.0,4.1,4.1,4.1
Sanofi,USA,7269,297,220,4.1,3.0,,F4320307781,False,259,7010,35299,297.0,4.1,4.1,4.1
Bispebjerg Hospital,Denmark,147,6,4,4.1,2.7,,F4320329561,False,4,143,569,6.0,4.1,4.1,4.1
Loughborough University,UK,343,14,14,4.1,4.1,,F4320320341,False,11,332,5464,14.0,4.1,4.1,4.1
Gannan Medical University,China,195,8,1,4.1,0.5,,F4320331101,False,13,182,474,8.0,4.1,4.1,4.1
Southeast University,China,882,36,14,4.1,1.6,,F4320324856,False,23,859,8321,36.0,4.1,4.1,4.1
Affiliated Hospital of Southwest Medical University,China,121,5,3,4.1,2.5,,F4320336348,False,7,114,280,5.0,4.1,4.1,4.1
Cathay General Hospital,Taiwan,171,7,0,4.1,0.0,,F4320321507,False,6,165,560,7.0,4.1,4.1,4.1
Grand Challenges Canada,Canada,678,28,9,4.1,1.3,,F4320322921,False,17,661,1619,28.0,4.1,4.1,4.1
Rehabilitation Research and Development Service,USA,317,13,10,4.1,3.2,,F4320332403,False,12,305,1912,13.0,4.1,4.1,4.1
Canadian Diabetes Association,Canada,270,11,3,4.1,1.1,,F4320309829,False,2,268,1858,11.0,4.1,4.1,4.1
National Center for Injury Prevention and Control,USA,169,7,4,4.1,2.4,,F4320337417,False,9,160,1355,7.0,4.1,4.1,4.1
Tập đoàn Vingroup - Công ty CP,VN,121,5,5,4.1,4.1,,F4320318839,False,8,113,767,5.0,4.1,4.1,4.1
President's Malaria Initiative,USA,298,12,13,4.0,4.4,,F4320334467,False,9,289,443,12.0,4.0,4.0,4.0
QuantERA,,124,5,5,4.0,4.0,,F4320330828,False,18,106,1741,5.948147654688819,4.8,4.8,4.8
Amgen,USA,4074,161,117,4.0,2.9,,F4320307105,False,144,3930,25227,161.0,4.0,4.0,4.0
Neurological Foundation of New Zealand,New Zealand,177,7,5,4.0,2.8,,F4320320807,False,9,168,700,7.0,4.0,4.0,4.0
National Key Clinical Specialty Discipline Construction Program of China,China,253,10,5,4.0,2.0,,F4320335789,False,27,226,766,10.0,4.0,4.0,4.0
Università degli Studi della Campania Luigi Vanvitelli,Italy,323,13,6,4.0,1.9,,F4320325777,False,44,279,842,13.0,4.0,4.0,4.0
Kultúrna a Edukacná Grantová Agentúra MŠVVaŠ SR,SK,199,8,3,4.0,1.5,,F4320323640,False,15,184,5070,8.0,4.0,4.0,4.0
Chugai Pharmaceutical,Japan,1088,44,20,4.0,1.8,,F4320333003,False,43,1045,6180,44.0,4.0,4.0,4.0
GlaxoSmithKline España,Spain,556,22,20,4.0,3.6,,F4320319210,False,22,534,76,22.0,4.0,4.0,4.0
National Institute for Occupational Safety and Health,USA,1082,43,16,4.0,1.5,,F4320337382,False,45,1037,11650,43.0,4.0,4.0,4.0
Minia University,EG,325,13,4,4.0,1.2,,F4320327648,False,112,213,804,13.0,4.0,4.0,4.0
Chonnam National University,Korea,771,31,6,4.0,0.8,,F4320321198,False,29,742,3822,31.0,4.0,4.0,4.0
Health Department of Sichuan Province,China,124,5,1,4.0,0.8,,F4320325890,False,2,122,353,5.0,4.0,4.0,4.0
Euratom Research and Training Programme,,100,4,1,4.0,1.0,,F4320334323,False,2,98,3425,4.0,4.0,4.0,4.0
Medical Affairs Bureau,Taiwan,200,8,5,4.0,2.5,,F4320336724,False,13,187,417,8.0,4.0,4.0,4.0
"North Carolina Translational and Clinical Sciences Institute, University of North Carolina at Chapel Hill",USA,100,4,1,4.0,1.0,,F4320337701,False,6,94,553,4.0,4.0,4.0,4.0
Taipei Medical University,Taiwan,1389,56,21,4.0,1.5,,F4320322814,False,53,1336,3551,56.0,4.0,4.0,4.0
Uniwersytet Śląski w Katowicach,Poland,580,23,14,4.0,2.4,,F4320328948,False,30,550,2788,23.0,4.0,4.0,4.0
Capital Medical University,China,1683,67,22,4.0,1.3,,F4320321496,False,71,1612,4121,67.0,4.0,4.0,4.0
Alberta Innovates - Health Solutions,Canada,703,28,14,4.0,2.0,,F4320319927,False,5,698,3107,28.0,4.0,4.0,4.0
Universitätsklinikum Jena,Germany,503,20,13,4.0,2.6,,F4320324588,False,59,444,902,20.0,4.0,4.0,4.0
Alberta Children's Hospital Foundation,Canada,200,8,6,4.0,3.0,,F4320321789,False,7,193,622,8.0,4.0,4.0,4.0
Pohjois-Savon Rahasto,Finland,101,4,5,4.0,5.0,,F4320335026,False,6,95,324,4.0,4.0,4.0,4.0
Korea Institute of Radiological and Medical Sciences,Korea,175,7,0,4.0,0.0,,F4320324813,False,10,165,602,7.0,4.0,4.0,4.0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,935,37,39,4.0,4.2,,F4320320873,False,98,837,2854,37.0,4.0,4.0,4.0
Nazarbayev University,KZ,422,17,8,4.0,1.9,,F4320327695,False,21,401,2751,17.0,4.0,4.0,4.0
Manitoba Medical Service Foundation,Canada,126,5,4,4.0,3.2,,F4320310811,False,3,123,540,5.0,4.0,4.0,4.0
Stollery Children’s Hospital Foundation,Canada,126,5,1,4.0,0.8,,F4320311956,False,6,120,345,5.0,4.0,4.0,4.0
Top Institute Pharma,Netherlands,276,11,6,4.0,2.2,,F4320322706,False,0,276,884,11.0,4.0,4.0,4.0
Hamadan University of Medical Sciences,Iran,597,24,21,4.0,3.5,,F4320322813,False,24,573,2551,24.0,4.0,4.0,4.0
Taichung Veterans General Hospital,China,780,31,7,4.0,0.9,,F4320326232,False,50,730,2354,31.0,4.0,4.0,4.0
Landelijke Stichting voor Blinden en Slechtzienden,Netherlands,101,4,4,4.0,4.0,,F4320326341,False,7,94,312,4.0,4.0,4.0,4.0
Novartis Pharmaceuticals Corporation,USA,1778,69,111,3.9,6.2,,F4320310388,False,74,1704,5527,69.0,3.9,3.9,3.9
Chung Shan Medical University,Taiwan,440,17,2,3.9,0.5,,F4320325266,False,9,431,1347,17.0,3.9,3.9,3.9
Terveyden ja hyvinvoinnin laitos,Finland,406,16,8,3.9,2.0,,F4320328549,False,27,379,1247,16.0,3.9,3.9,3.9
University Hospital Southampton NHS Foundation Trust,UK,309,12,6,3.9,1.9,,F4320312043,False,7,302,780,12.0,3.9,3.9,3.9
Shire,Ireland,206,8,2,3.9,1.0,,F4320322546,False,5,201,1448,8.0,3.9,3.9,3.9
Ipsen,France,848,33,16,3.9,1.9,,F4320328455,False,24,824,4836,33.0,3.9,3.9,3.9
Sheffield Teaching Hospitals NHS Foundation Trust,UK,152,6,8,3.9,5.3,,F4320330053,False,4,148,479,6.0,3.9,3.9,3.9
Malmö Högskola,Sweden,308,12,2,3.9,0.6,,F4320323521,False,25,283,1564,12.0,3.9,3.9,3.9
Hiroshima University,Japan,152,6,3,3.9,2.0,,F4320322166,False,90,62,626,7.156079188905429,4.7,4.4,5.1
NSW Ministry of Health,Australia,907,35,20,3.9,2.2,,F4320325396,False,19,888,3015,35.0,3.9,3.9,3.9
Center for Clinical and Translational Research,USA,207,8,9,3.9,4.3,,F4320332941,False,7,200,768,8.0,3.9,3.9,3.9
Fundación Pública Andaluza Progreso y Salud,Spain,102,4,5,3.9,4.9,,F4320336383,False,1,101,239,4.0,3.9,3.9,3.9
Arnold Ventures,USA,203,8,13,3.9,6.4,,F4320315359,False,4,199,1138,8.0,3.9,3.9,3.9
National Taipei University of Technology,Taiwan,102,4,0,3.9,0.0,,F4320324051,False,1,101,1542,4.0,3.9,3.9,3.9
"Center for AIDS Research, University of California Los Angeles",USA,103,4,4,3.9,3.9,,F4320337939,False,4,99,255,4.0,3.9,3.9,3.9
Grifols,Spain,456,18,13,3.9,2.9,,F4320329568,False,21,435,1890,18.0,3.9,3.9,3.9
Qingdao University of Science and Technology,China,129,5,0,3.9,0.0,,F4320324788,False,4,125,1418,5.0,3.9,3.9,3.9
Udenrigsministeriet,Denmark,155,6,0,3.9,0.0,,F4320323263,False,3,152,1149,6.0,3.9,3.9,3.9
Eisai,Japan,2299,90,130,3.9,5.7,,F4320322148,False,97,2202,10516,90.0,3.9,3.9,3.9
Shahrekord University of Medical Sciences,Iran,181,7,8,3.9,4.4,,F4320323418,False,8,173,862,7.0,3.9,3.9,3.9
Suomalainen Lääkäriseura Duodecim,Finland,129,5,4,3.9,3.1,,F4320325094,False,1,128,741,5.0,3.9,3.9,3.9
Heilongjiang University,China,259,10,2,3.9,0.8,,F4320310113,False,11,248,1869,10.0,3.9,3.9,3.9
Korean Diabetes Association,Korea,103,4,5,3.9,4.9,,F4320309998,False,3,100,252,4.0,3.9,3.9,3.9
Abdus Salam International Centre for Theoretical Physics,Italy,129,5,1,3.9,0.8,,F4320320894,False,3,126,6600,5.0,3.9,3.9,3.9
Princess Nourah Bint Abdulrahman University,Saudi Arabia,1550,60,12,3.9,0.8,,F4320322484,False,120,1430,9369,60.0,3.9,3.9,3.9
Korea University Medicine,Korea,103,4,2,3.9,1.9,,F4320317035,False,7,96,338,4.0,3.9,3.9,3.9
Ministry of Health of the People's Republic of China,China,204,8,3,3.9,1.5,,F4320323483,False,4,200,482,8.0,3.9,3.9,3.9
Universiteit van Tilburg,Netherlands,181,7,5,3.9,2.8,,F4320324594,False,5,176,1958,7.0,3.9,3.9,3.9
Vancouver Coastal Health Research Institute,Canada,128,5,4,3.9,3.1,,F4320324812,False,8,120,449,5.0,3.9,3.9,3.9
Peking University First Hospital,China,519,20,9,3.9,1.7,,F4320317365,False,45,474,1266,20.0,3.9,3.9,3.9
Radiological Society of North America,USA,262,10,19,3.8,7.3,,F4320308932,False,10,252,1940,10.0,3.8,3.8,3.8
Region Örebro län,Sweden,186,7,1,3.8,0.5,,F4320325654,False,11,175,375,7.0,3.8,3.8,3.8
University of Science and Technology Beijing,China,104,4,1,3.8,1.0,,F4320325365,False,9,95,2546,4.0,3.8,3.8,3.8
Fondazione Pierfranco e Luisa Mariani,Italy,106,4,2,3.8,1.9,,F4320322473,False,2,104,511,4.0,3.8,3.8,3.8
Zahedan University of Medical Sciences,Iran,237,9,8,3.8,3.4,,F4320322936,False,1,236,1149,9.0,3.8,3.8,3.8
Christopher and Dana Reeve Foundation,USA,130,5,1,3.8,0.8,,F4320306485,False,2,128,739,5.0,3.8,3.8,3.8
King Salman Center for Disability Research,Saudi Arabia,159,6,3,3.8,1.9,,F4320330363,False,18,141,716,6.0,3.8,3.8,3.8
Seqirus,Australia,159,6,5,3.8,3.1,,F4320332036,False,7,152,557,6.0,3.8,3.8,3.8
Alzheimer's Drug Discovery Foundation,USA,583,22,40,3.8,6.9,,F4320307132,False,36,547,1627,22.0,3.8,3.8,3.8
Direktoratet for Utviklingssamarbeid,Norway,504,19,9,3.8,1.8,,F4320332589,False,20,484,3129,19.0,3.8,3.8,3.8
