funder_name,country,total_articles,open_data_articles,open_code_articles,open_data_pct,open_code_pct,funder_type,funder_id,is_alias_group,pdf_covered,xml_only,aggregated_works_count,corrected_od,corrected_pct,ci_lo_pct,ci_hi_pct
Foundation for Food and Agriculture Research,USA,235,37,20,15.7,8.5,,F4320313133,False,14,221,1040,37.0,15.7,15.7,15.7
Strålsäkerhetsmyndigheten,Sweden,102,16,3,15.7,2.9,,F4320327265,False,3,99,741,16.0,15.7,15.7,15.7
Tiroler Wissenschaftsförderung,Austria,153,24,9,15.7,5.9,,F4320326154,False,8,145,383,24.0,15.7,15.7,15.7
Dr. Ralph and Marian Falk Medical Research Trust,USA,197,31,10,15.7,5.1,,F4320310642,False,20,177,716,31.0,15.7,15.7,15.7
CHIST-ERA,France,1740,274,140,15.7,8.0,,F4320338463,False,83,1657,8336,274.0,15.7,15.7,15.7
National High-tech Research and Development Program,China,2697,423,52,15.7,1.9,,F4320335773,False,7,2690,13885,423.0,15.7,15.7,15.7
Conseil National de la Recherche Scientifique,LB,179,28,6,15.6,3.4,,F4320324215,False,4,175,1277,28.0,15.6,15.6,15.6
Giovanni Armenise-Harvard Foundation,USA,205,32,13,15.6,6.3,,F4320309324,False,9,196,608,32.0,15.6,15.6,15.6
University of St Andrews,UK,617,96,27,15.6,4.4,,F4320320278,False,32,585,4838,96.0,15.6,15.6,15.6
Programa Operacional Temático Factores de Competitividade,Portugal,282,44,6,15.6,2.1,,F4320327374,False,2,280,2566,44.0,15.6,15.6,15.6
Helmholtz Zentrum München,Germany,584,91,43,15.6,7.4,,F4320336029,False,37,547,1556,91.0,15.6,15.6,15.6
Welch Foundation,USA,2671,416,111,15.6,4.2,government,F4320306196,True,83,2588,28057,416.0,15.6,15.6,15.6
Sylvia and Charles Viertel Charitable Foundation,Australia,179,28,18,15.6,10.1,,F4320310745,False,4,175,534,28.0,15.6,15.6,15.6
Maud Kuistilan Muistosäätiö,Finland,186,29,10,15.6,5.4,,F4320311810,False,11,175,608,29.0,15.6,15.6,15.6
Tokyo Biochemical Research Foundation,Japan,218,34,14,15.6,6.4,,F4320312698,False,2,216,1227,34.0,15.6,15.6,15.6
Office of Defense Programs,USA,2055,321,167,15.6,8.1,,F4320337003,False,178,1877,694,321.0,15.6,15.6,15.6
"Key Research Program of Frontier Science, Chinese Academy of Sciences",China,109,17,4,15.6,3.7,,F4320338202,False,3,106,1322,17.0,15.6,15.6,15.6
Fondo Nacional de Ciencia Tecnología e Innovación,VE,128,20,2,15.6,1.6,,F4320324634,False,5,123,1470,20.0,15.6,15.6,15.6
National Breast Cancer Foundation,Australia,812,127,48,15.6,5.9,,F4320320438,False,48,764,2468,127.0,15.6,15.6,15.6
Cancer Research Coordinating Committee,USA,154,24,9,15.6,5.8,,F4320315321,False,4,150,803,24.0,15.6,15.6,15.6
Stichting Tegen Kanker,Belgium,205,32,9,15.6,4.4,,F4320323069,False,11,194,624,32.0,15.6,15.6,15.6
Memorial Sloan-Kettering Cancer Center,USA,1679,262,91,15.6,5.4,,F4320309468,False,77,1602,8195,262.0,15.6,15.6,15.6
"University of Maryland, Baltimore County",USA,135,21,8,15.6,5.9,,F4320309204,False,3,132,2358,21.0,15.6,15.6,15.6
Instituto Serrapilheira,Brazil,167,26,16,15.6,9.6,,F4320327890,False,13,154,970,26.0,15.6,15.6,15.6
HORIZON EUROPE European Research Council,,10225,1597,1163,15.6,11.4,,F4320338453,False,709,9516,5085,1597.0,15.6,15.6,15.6
University of Massachusetts Medical School,USA,141,22,7,15.6,5.0,,F4320332606,False,1,140,533,22.0,15.6,15.6,15.6
Université de Namur,Belgium,129,20,6,15.5,4.7,,F4320335302,False,2,127,924,20.0,15.5,15.5,15.5
Consejo Superior de Investigaciones Científicas,Spain,1635,254,77,15.5,4.7,,F4320334857,False,160,1475,13221,254.0,15.5,15.5,15.5
University of Wisconsin-Madison,USA,1611,249,79,15.5,4.9,,F4320309434,False,52,1559,15640,249.0,15.5,15.5,15.5
Oxford Brookes University,UK,161,25,11,15.5,6.8,,F4320311738,False,9,152,1331,25.0,15.5,15.5,15.5
Pancreatic Cancer UK,UK,103,16,7,15.5,6.8,,F4320311543,False,6,97,243,16.0,15.5,15.5,15.5
Bijzonder Onderzoeksfonds UGent,Belgium,1436,223,94,15.5,6.5,,F4320335227,False,77,1359,8814,223.0,15.5,15.5,15.5
Yunnan Provincial Science and Technology Department,China,788,122,14,15.5,1.8,,F4320325440,False,55,733,3498,122.0,15.5,15.5,15.5
Ministère de l'Enseignement Supérieur et de la Recherche,France,705,109,33,15.5,4.7,,F4320322890,False,32,673,5247,109.0,15.5,15.5,15.5
Great Britain Sasakawa Foundation,UK,110,17,5,15.5,4.5,,F4320320197,False,3,107,735,17.0,15.5,15.5,15.5
National Park Service,USA,624,97,50,15.5,8.0,,F4320332542,False,19,605,12875,97.0,15.5,15.5,15.5
Istituto Pasteur-Fondazione Cenci Bolognetti,Italy,278,43,4,15.5,1.4,,F4320322750,False,8,270,839,43.0,15.5,15.5,15.5
Vietnam Academy of Science and Technology,VN,232,36,2,15.5,0.9,,F4320313223,False,11,221,3227,36.0,15.5,15.5,15.5
"Ragon Institute of MGH, MIT and Harvard",USA,239,37,17,15.5,7.1,,F4320313818,False,7,232,494,37.0,15.5,15.5,15.5
Major Scientific and Technological Innovation Project of Shandong Province,China,161,25,7,15.5,4.3,,F4320329857,False,18,143,1459,25.0,15.5,15.5,15.5
Carnegie Institution of Washington,USA,181,28,9,15.5,5.0,,F4320308765,False,3,178,2940,28.0,15.5,15.5,15.5
Fulbright Association,USA,239,37,21,15.5,8.8,,F4320312210,False,12,227,1576,37.0,15.5,15.5,15.5
Qinghai University,China,142,22,2,15.5,1.4,,F4320326280,False,13,129,725,22.0,15.5,15.5,15.5
Audrey and Theodor Geisel School of Medicine at Dartmouth,USA,116,18,10,15.5,8.6,,F4320332818,False,6,110,369,18.0,15.5,15.5,15.5
Shenzhen-Hong Kong Institute of Brain Science,China,116,18,5,15.5,4.3,,F4320330381,False,9,107,330,18.0,15.5,15.5,15.5
Exploratory Research for Advanced Technology,Japan,732,113,28,15.4,3.8,,F4320338112,False,35,697,4144,113.0,15.4,15.4,15.4
Ophthalmic Research Institute of Australia,Australia,130,20,6,15.4,4.6,,F4320320498,False,2,128,768,20.0,15.4,15.4,15.4
Academia Sinica,Taiwan,3451,532,94,15.4,2.7,,F4320321041,False,83,3368,17024,532.0,15.4,15.4,15.4
Japan Racing Association,Japan,130,20,2,15.4,1.5,,F4320315566,False,5,125,671,20.0,15.4,15.4,15.4
Fundação Butantan,Brazil,123,19,4,15.4,3.3,,F4320323529,False,10,113,432,19.0,15.4,15.4,15.4
USC Norris Comprehensive Cancer Center,USA,104,16,8,15.4,7.7,,F4320317194,False,7,97,344,16.0,15.4,15.4,15.4
Université de Montpellier,France,589,91,34,15.4,5.8,,F4320324952,False,28,561,3415,91.0,15.4,15.4,15.4
Al Jalila Foundation,AE,123,19,6,15.4,4.9,,F4320313184,False,6,117,288,19.0,15.4,15.4,15.4
Bundesministerium für Ernährung und Landwirtschaft,Germany,820,126,43,15.4,5.2,,F4320323499,False,56,764,4049,126.0,15.4,15.4,15.4
Lawrence Livermore National Laboratory,USA,859,132,55,15.4,6.4,,F4320338286,False,37,822,25752,132.0,15.4,15.4,15.4
Ministero dello Sviluppo Economico,Italy,558,86,18,15.4,3.2,,F4320324632,False,32,526,3868,86.0,15.4,15.4,15.4
Cancer Research Institute,USA,1638,252,87,15.4,5.3,government,F4320306155,True,54,1584,8614,252.0,15.4,15.4,15.4
Tokyo University of Agriculture and Technology,Japan,169,26,4,15.4,2.4,,F4320325836,False,4,165,2044,26.0,15.4,15.4,15.4
Fonds de recherche du Québec,Canada,156,24,12,15.4,7.7,,F4320331165,False,12,144,510,24.0,15.4,15.4,15.4
Åke Wiberg Stiftelse,Sweden,539,83,20,15.4,3.7,,F4320309792,False,31,508,1353,83.0,15.4,15.4,15.4
Inamori Foundation,Japan,241,37,8,15.4,3.3,,F4320322210,False,19,222,1444,37.0,15.4,15.4,15.4
Charles Sturt University,Australia,240,37,6,15.4,2.5,,F4320320961,False,12,228,2147,37.0,15.4,15.4,15.4
Canada Foundation for Innovation,Canada,1030,159,82,15.4,8.0,,F4320320995,False,52,978,14478,159.0,15.4,15.4,15.4
BioTechMed-Graz,Austria,123,19,12,15.4,9.8,,F4320330560,False,4,119,246,19.0,15.4,15.4,15.4
Water Research Commission,South Africa,175,27,2,15.4,1.1,,F4320322639,False,10,165,3282,27.0,15.4,15.4,15.4
University of Wisconsin Carbone Cancer Center,USA,293,45,16,15.4,5.5,,F4320310176,False,9,284,1029,45.0,15.4,15.4,15.4
Office of Advanced Cyberinfrastructure,USA,157,24,29,15.3,18.5,,F4320337377,False,17,140,1807,24.0,15.3,15.3,15.3
Fonds de recherche du Québec – Nature et technologies,Canada,1056,162,102,15.3,9.7,,F4320334841,False,65,991,9211,162.0,15.3,15.3,15.3
"Center for Individualized Medicine, Mayo Clinic",USA,301,46,25,15.3,8.3,,F4320333659,False,14,287,756,46.0,15.3,15.3,15.3
"Kerala State Council for Science, Technology and Environment",India,124,19,2,15.3,1.6,,F4320335111,False,4,120,2511,19.0,15.3,15.3,15.3
Buck Institute for Research on Aging,USA,111,17,7,15.3,6.3,,F4320314571,False,2,109,452,17.0,15.3,15.3,15.3
Cancer Council South Australia,Australia,189,29,6,15.3,3.2,,F4320334706,False,20,169,577,29.0,15.3,15.3,15.3
Sigrid Juselius Foundation (Finland),Finland,2177,334,142,15.3,6.5,,F4320323760,False,133,2044,5096,334.0,15.3,15.3,15.3
"Siberian Branch, Russian Academy of Sciences",Russia,649,99,16,15.3,2.5,,F4320321770,False,21,628,8339,99.0,15.3,15.3,15.3
"College of Pharmacy, University of Michigan",USA,222,34,8,15.3,3.6,,F4320332460,False,9,213,1690,34.0,15.3,15.3,15.3
California Institute of Regenerative Medicine,USA,321,49,15,15.3,4.7,,F4320309885,False,10,311,1263,49.0,15.3,15.3,15.3
"Knight Cancer Institute, Oregon Health and Science University",USA,137,21,23,15.3,16.8,,F4320334223,False,11,126,392,21.0,15.3,15.3,15.3
Entertainment Industry Foundation,USA,183,28,16,15.3,8.7,,F4320309149,False,1,182,517,28.0,15.3,15.3,15.3
Université de Lausanne,Switzerland,1949,299,132,15.3,6.8,,F4320323831,False,225,1724,6607,299.0,15.3,15.3,15.3
Universidad de Concepción,CL,150,23,4,15.3,2.7,,F4320323717,False,8,142,1857,23.0,15.3,15.3,15.3
JPB Foundation,USA,451,69,36,15.3,8.0,,F4320309814,False,30,421,1315,69.0,15.3,15.3,15.3
University of Waikato,New Zealand,144,22,4,15.3,2.8,,F4320311746,False,10,134,2654,22.0,15.3,15.3,15.3
"Ministerium für Innovation, Wissenschaft und Forschung des Landes Nordrhein-Westfalen",Germany,124,19,8,15.3,6.5,,F4320325901,False,9,115,808,19.0,15.3,15.3,15.3
Clarendon Fund,UK,300,46,37,15.3,12.3,,F4320336183,False,18,282,1130,46.0,15.3,15.3,15.3
Ministerstvo Zemědělství,Czech Republic,557,85,6,15.3,1.1,,F4320323938,False,27,530,3991,85.0,15.3,15.3,15.3
Hartwell Foundation,USA,321,49,27,15.3,8.4,,F4320309331,False,10,311,1054,49.0,15.3,15.3,15.3
Victorian Cancer Agency,Australia,373,57,17,15.3,4.6,,F4320310187,False,22,351,1005,57.0,15.3,15.3,15.3
Universität Regensburg,Germany,618,94,37,15.2,6.0,,F4320323328,False,67,551,2706,94.0,15.2,15.2,15.2
Guangzhou Regenerative Medicine and Health Guangdong Laboratory,China,197,30,6,15.2,3.0,,F4320329887,False,1,196,371,30.0,15.2,15.2,15.2
Australian Institute of Marine Science,Australia,197,30,9,15.2,4.6,,F4320310436,False,7,190,1247,30.0,15.2,15.2,15.2
New Brunswick Innovation Foundation,Canada,145,22,4,15.2,2.8,,F4320319980,False,10,135,1189,22.0,15.2,15.2,15.2
Hort Innovation,Australia,231,35,8,15.2,3.5,,F4320320421,False,6,225,2457,35.0,15.2,15.2,15.2
Arizona State University,USA,930,141,60,15.2,6.5,,F4320309835,False,24,906,13047,141.0,15.2,15.2,15.2
Cornell University,USA,158,24,11,15.2,7.0,,F4320309624,False,4,154,1341,24.0,15.2,15.2,15.2
Université de Strasbourg,France,814,124,46,15.2,5.7,,F4320322147,False,38,776,4997,124.0,15.2,15.2,15.2
Larry L. Hillblom Foundation,USA,316,48,23,15.2,7.3,,F4320306380,False,16,300,1118,48.0,15.2,15.2,15.2
"Graduiertenakademie, Technische Universität Dresden",Germany,125,19,12,15.2,9.6,,F4320337320,False,4,121,674,19.0,15.2,15.2,15.2
Strategiske Forskningsråd,Denmark,730,111,37,15.2,5.1,,F4320309756,False,3,727,3757,111.0,15.2,15.2,15.2
Charles H. Hood Foundation,USA,158,24,10,15.2,6.3,,F4320306728,False,8,150,811,24.0,15.2,15.2,15.2
Laboratoire d'Excellence EpiGenMed,France,105,16,13,15.2,12.4,,F4320330081,False,8,97,267,16.0,15.2,15.2,15.2
Ministerio de Ciencia Tecnología y Telecomunicaciones,CR,105,16,3,15.2,2.9,,F4320323896,False,2,103,549,16.0,15.2,15.2,15.2
Branco Weiss Fellowship – Society in Science,Switzerland,540,82,66,15.2,12.2,,F4320320923,False,97,443,2293,82.0,15.2,15.2,15.2
Weizmann Institute of Science,Israel,710,108,46,15.2,6.5,,F4320320946,False,28,682,4923,108.0,15.2,15.2,15.2
Banco Bilbao Vizcaya Argentaria,Spain,479,73,30,15.2,6.3,,F4320323113,False,19,460,2677,73.0,15.2,15.2,15.2
Alaska Department of Fish and Game,USA,125,19,4,15.2,3.2,,F4320310285,False,2,123,1495,19.0,15.2,15.2,15.2
Thousand Young Talents Program of China,China,258,39,11,15.1,4.3,,F4320336656,False,4,254,1341,39.0,15.1,15.1,15.1
"Department of Biotechnology, Government of West Bengal",India,365,55,11,15.1,3.0,,F4320326656,False,7,358,2953,55.0,15.1,15.1,15.1
"Council of Scientific and Industrial Research, India",India,4964,752,82,15.1,1.7,,F4320320721,False,91,4873,76206,752.0,15.1,15.1,15.1
Southwest University,China,707,107,17,15.1,2.4,,F4320323711,False,24,683,5454,107.0,15.1,15.1,15.1
"Ministry of Education, Youth and Sports (Czech Republic)",Czech Republic,4418,667,154,15.1,3.5,,F4320321005,False,211,4207,34904,667.0,15.1,15.1,15.1
Massachusetts Department of Fish and Game,USA,331,50,15,15.1,4.5,,F4320308088,False,7,324,2633,50.0,15.1,15.1,15.1
Roy J. Carver Charitable Trust,USA,238,36,18,15.1,7.6,,F4320306274,False,7,231,1119,36.0,15.1,15.1,15.1
Arnold and Mabel Beckman Foundation,USA,478,72,38,15.1,7.9,,F4320306253,False,21,457,2952,72.0,15.1,15.1,15.1
Clemson University,USA,529,80,41,15.1,7.8,,F4320309106,False,37,492,7014,80.0,15.1,15.1,15.1
United States-Israel Binational Science Foundation,Israel,670,101,57,15.1,8.5,,F4320320950,False,27,643,5544,101.0,15.1,15.1,15.1
Los Alamos National Laboratory,USA,1116,169,64,15.1,5.7,,F4320338304,False,47,1069,28296,169.0,15.1,15.1,15.1
Universitat de les Illes Balears,Spain,152,23,3,15.1,2.0,,F4320325528,False,20,132,1285,23.0,15.1,15.1,15.1
Institute of Infection and Immunity,Canada,219,33,13,15.1,5.9,,F4320338067,False,6,213,823,33.0,15.1,15.1,15.1
Nord universitet,Norway,218,33,13,15.1,6.0,,F4320316240,False,23,195,683,33.0,15.1,15.1,15.1
Danmarks Grundforskningsfond,Denmark,2360,357,179,15.1,7.6,,F4320320943,False,82,2278,19702,357.0,15.1,15.1,15.1
Fondazione Cariparma,Italy,106,16,8,15.1,7.5,,F4320311016,False,3,103,397,16.0,15.1,15.1,15.1
University of Texas Southwestern Medical Center,USA,1224,185,45,15.1,3.7,,F4320310169,False,53,1171,5175,185.0,15.1,15.1,15.1
Studienstiftung des Deutschen Volkes,Germany,1141,172,87,15.1,7.6,,F4320322572,False,55,1086,8688,172.0,15.1,15.1,15.1
Pennsylvania State University,USA,1892,286,99,15.1,5.2,,F4320310419,False,62,1830,22480,286.0,15.1,15.1,15.1
American Kennel Club Canine Health Foundation,USA,214,32,9,15.0,4.2,,F4320306601,False,9,205,642,32.0,15.0,15.0,15.0
Universität Hohenheim,Germany,339,51,22,15.0,6.5,,F4320311402,False,32,307,1979,51.0,15.0,15.0,15.0
Sahlgrenska Akademin,Sweden,567,85,20,15.0,3.5,,F4320335047,False,25,542,1658,85.0,15.0,15.0,15.0
China University of Geosciences,China,214,32,5,15.0,2.3,,F4320328899,False,7,207,3929,32.0,15.0,15.0,15.0
ALS Society of Canada,Canada,147,22,3,15.0,2.0,,F4320310947,False,3,144,452,22.0,15.0,15.0,15.0
Grønt Udviklings- og Demonstrations Program,Denmark,153,23,4,15.0,2.6,,F4320331737,False,9,144,596,23.0,15.0,15.0,15.0
"Advanced Centre for Treatment, Research and Education in Cancer",India,113,17,0,15.0,0.0,,F4320338100,False,6,107,0,17.0,15.0,15.0,15.0
Russian Foundation for Fundamental Investigations,Russia,113,17,2,15.0,1.8,,F4320313621,False,0,113,2870,17.0,15.0,15.0,15.0
"Ministerio de Ciencia, Tecnología e Innovación Productiva",AR,698,105,23,15.0,3.3,,F4320321664,False,35,663,4952,105.0,15.0,15.0,15.0
Haridus- ja Teadusministeerium,EE,187,28,7,15.0,3.7,,F4320321976,False,2,185,1993,28.0,15.0,15.0,15.0
Regione Campania,Italy,805,121,29,15.0,3.6,,F4320322218,False,14,791,2780,121.0,15.0,15.0,15.0
Herzfelder'sche Familienstiftung,Austria,107,16,2,15.0,1.9,,F4320321960,False,0,107,257,16.0,15.0,15.0,15.0
Waalse Gewest,Belgium,301,45,14,15.0,4.7,,F4320318621,False,2,299,2562,45.0,15.0,15.0,15.0
"Ministère du Développement Économique, de l’Innovation et de l’Exportation",Canada,100,15,2,15.0,2.0,,F4320312572,False,14,86,486,15.0,15.0,15.0,15.0
New York State Department of Health,USA,479,72,29,15.0,6.1,,F4320308035,False,15,464,2366,72.0,15.0,15.0,15.0
University of Kansas,USA,213,32,7,15.0,3.3,,F4320310131,False,4,209,4220,32.0,15.0,15.0,15.0
Institute for Bioengineering and Biosciences,Portugal,113,17,2,15.0,1.8,,F4320329035,False,7,106,336,17.0,15.0,15.0,15.0
Hope Center for Neurological Disorders,USA,167,25,15,15.0,9.0,,F4320315284,False,8,159,751,25.0,15.0,15.0,15.0
Virginia Polytechnic Institute and State University,USA,206,31,10,15.0,4.9,,F4320309646,False,10,196,3575,31.0,15.0,15.0,15.0
"Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa",Portugal,113,17,5,15.0,4.4,,F4320335059,False,5,108,760,17.0,15.0,15.0,15.0
Bundesamt für Umwelt,Switzerland,240,36,25,15.0,10.4,,F4320334856,False,14,226,2878,36.0,15.0,15.0,15.0
Rheumatology Research Foundation,USA,301,45,13,15.0,4.3,,F4320308971,False,19,282,1590,45.0,15.0,15.0,15.0
Svenska Sällskapet för Medicinsk Forskning,Sweden,1099,165,55,15.0,5.0,,F4320322128,False,72,1027,4040,165.0,15.0,15.0,15.0
Wisconsin Alumni Research Foundation,USA,286,43,33,15.0,11.5,,F4320306555,False,3,283,3754,43.0,15.0,15.0,15.0
Helsingin Yliopisto,Finland,2969,445,178,15.0,6.0,,F4320310086,False,311,2658,16082,445.0,15.0,15.0,15.0
"Division of Cancer Prevention, National Cancer Institute",USA,441,66,32,15.0,7.3,,F4320309684,False,67,374,1368,66.0,15.0,15.0,15.0
"University of Colorado School of Medicine, Anschutz Medical Campus",USA,213,32,10,15.0,4.7,,F4320337868,False,8,205,959,32.0,15.0,15.0,15.0
American Association of University Women,USA,127,19,10,15.0,7.9,,F4320308335,False,4,123,1934,19.0,15.0,15.0,15.0
Foundation for Barnes-Jewish Hospital,USA,348,52,23,14.9,6.6,,F4320309700,False,10,338,1271,52.0,14.9,14.9,14.9
Max-Planck-Institut für Evolutionäre Anthropologie,Germany,296,44,50,14.9,16.9,,F4320324682,False,37,259,988,44.0,14.9,14.9,14.9
Mishima Kaiun Memorial Foundation,Japan,148,22,5,14.9,3.4,,F4320327353,False,9,139,517,22.0,14.9,14.9,14.9
ETH Zürich Foundation,Switzerland,174,26,19,14.9,10.9,,F4320327714,False,13,161,1031,26.0,14.9,14.9,14.9
National Science Foundation,USA,101748,15120,7980,14.9,7.8,government,F4320306076,True,3706,98042,1483056,15120.0,14.9,14.9,14.9
Parks Canada,Canada,175,26,16,14.9,9.1,,F4320315156,False,5,170,2448,26.0,14.9,14.9,14.9
Duke-NUS Medical School,Singapore,710,106,41,14.9,5.8,,F4320316262,False,31,679,1728,106.0,14.9,14.9,14.9
Fondation contre le Cancer,Belgium,397,59,23,14.9,5.8,,F4320328144,False,17,380,985,59.0,14.9,14.9,14.9
Indian National Science Academy,India,349,52,15,14.9,4.3,,F4320310654,False,14,335,5593,52.0,14.9,14.9,14.9
Indian Institute of Science,India,976,145,45,14.9,4.6,,F4320310071,False,28,948,11329,145.0,14.9,14.9,14.9
Willi Hennig Society,USA,114,17,4,14.9,3.5,,F4320312652,False,1,113,0,17.0,14.9,14.9,14.9
Japan International Cooperation Agency,Japan,707,105,8,14.9,1.1,,F4320322716,False,28,679,8575,105.0,14.9,14.9,14.9
Universität Bielefeld,Germany,1252,186,89,14.9,7.1,,F4320323389,False,92,1160,4721,186.0,14.9,14.9,14.9
Kungliga Fysiografiska Sällskapet i Lund,Sweden,623,93,23,14.9,3.7,,F4320323415,False,24,599,2057,93.0,14.9,14.9,14.9
University at Albany,USA,154,23,14,14.9,9.1,,F4320332911,False,6,148,1974,23.0,14.9,14.9,14.9
Allianz Industrie Forschung,Germany,134,20,3,14.9,2.2,,F4320321429,False,2,132,1827,20.0,14.9,14.9,14.9
Chinese Academy of Sciences Key Project,China,101,15,4,14.9,4.0,,F4320334986,False,0,101,1040,15.0,14.9,14.9,14.9
Jiangsu National Synergistic Innovation Center for Advanced Materials,China,148,22,0,14.9,0.0,,F4320327825,False,3,145,1230,22.0,14.9,14.9,14.9
Zoetis,USA,504,75,18,14.9,3.6,,F4320313885,False,14,490,1609,75.0,14.9,14.9,14.9
University of Dundee,UK,1062,158,49,14.9,4.6,,F4320310838,False,29,1033,4866,158.0,14.9,14.9,14.9
National Institute of Justice,USA,282,42,26,14.9,9.2,,F4320337430,False,8,274,3993,42.0,14.9,14.9,14.9
Barts and The London School of Medicine and Dentistry,UK,141,21,8,14.9,5.7,,F4320335010,False,2,139,964,21.0,14.9,14.9,14.9
UC Berkeley College of Chemistry,USA,141,21,19,14.9,13.5,,F4320332814,False,5,136,1082,21.0,14.9,14.9,14.9
Hainan Medical University,China,248,37,5,14.9,2.0,,F4320324785,False,16,232,685,37.0,14.9,14.9,14.9
Science and Technology Department of Ningxia,China,141,21,1,14.9,0.7,,F4320316092,False,7,134,505,21.0,14.9,14.9,14.9
"Ministry of Agriculture, Food and Rural Affairs",Korea,1770,264,16,14.9,0.9,,F4320322033,False,49,1721,7677,264.0,14.9,14.9,14.9
Presbyterian Health Foundation,USA,168,25,4,14.9,2.4,,F4320306480,False,11,157,566,25.0,14.9,14.9,14.9
"Sylvester Comprehensive Cancer Center, University of Miami Health Systems",USA,203,30,18,14.8,8.9,,F4320318541,False,9,194,690,30.0,14.8,14.8,14.8
Fundação de Amparo à Pesquisa do Estado de Goiás,Brazil,466,69,8,14.8,1.7,,F4320323204,False,19,447,3911,69.0,14.8,14.8,14.8
Weill Cornell Medical College,USA,1355,201,86,14.8,6.3,,F4320332513,False,62,1293,4543,201.0,14.8,14.8,14.8
"Ministère de l'Education Nationale, de l'Enseignement Superieur et de la Recherche",France,824,122,52,14.8,6.3,,F4320322727,False,34,790,7296,122.0,14.8,14.8,14.8
